Style #,Item #,Item Description,Unit Price,MSRP,On-hand,WebDescription
FPPS9.5,FPPS9.5,Silver Fresh Water Pink Pearl Studs 9.5 mm,12,24,34,These elegant Silver Pearl studs are set with 2 Freshwater Pearls. Pearl diameter is 9.5 mm.
FR1028,FR1028,10KW Emerald & Diamond Mixable Rings,125,319,11,This gorgeous alternating emerald and diamond ring is crafted from 10K gold.
FR1029,FR1029,10K Sapphire & Diamond Mixable Ring,125,319,22,This gorgeous alternating sapphire and diamond ring is crafted from 10K gold.
FR1030,FR1030,10KW Ruby & Diamond Mixable Ring,125,319,22,This gorgeous alternating ruby and diamond ring is crafted from 10K gold.
FR1031,FR1031,10K Pink Sapphire Mixable Ring,125,319,38,This stunning Mixable ring is crafted from 10K gold and set with pink sapphires.
FR1032,FR1032,10K Ruby & Diamond Mixable Ring,125,319,42,This gorgeous alternating ruby and diamond ring is crafted from 10K gold.
FR1033,FR1033,10K Emerald Mixable Ring,125,319,53,This stunning Mixable ring is crafted from 10K gold and set with emeralds.
FR1034,FR1034,10K Ruby Mixable Ring,125,319,31,This stunning Mixable ring is crafted from 10K gold and set with deep red rubies.
FR1035,FR1035,10KW Sapphire Mixable Ring,125,319,19,This stunning Mixable ring is crafted from 10K gold and set with bright blue sapphires.
FR1036,FR1036,10KW Emerald & Diamond Mixable Ring,125,250,19,This gorgeous alternating emerald and diamond ring is crafted from 10K gold.
FR1037,FR1037,10K Pink Sapphire & Diamond Mixable Ring,125,319,30,This gorgeous alternating pink sapphire and diamond ring is crafted from 10K gold.
FR1038,FR1038,10K Pink Sapphire & Diamond Mixable Ring,125,319,56,This gorgeous alternating pink sapphire and diamond ring is crafted from 10K gold.
FR1039,FR1039,10K Pink Sapphire & Diamond Mixable Ring,125,319,46,This gorgeous alternating pink sapphire and diamond ring is crafted from 10K gold.
FR1040,FR1040,10K Emerald & Diamond Mixable Ring,125,319,41,This gorgeous alternating emerald and diamond ring is crafted from 10K gold.
FR1041,FR1041,10K Sapphire & Diamond Mixable Ring,125,319,37,This gorgeous alternating sapphire and diamond ring is crafted from 10K gold.
FR1042,FR1042,10K Sapphire & Diamond Mixable Ring,125,319,45,This gorgeous alternating sapphire and diamond ring is crafted from 10K gold.
FR1043,FR1043,10K Ruby & Diamond Mixable Ring,125,319,59,This gorgeous alternating ruby and diamond ring is crafted from 10K gold.
FR1044,FR1044,10KW Diamond Mixable Ring 1/10 ctw,125,319,36,This eye-catching 10K White Gold diamond Mixable ring is set with 10 round-cut diamonds. Diamond weight is 1/10 ctw.
FR1044,FR1044Y,10KY Diamond Mixable Ring 1/10 ctw,125,250,16,Intricate metal detailing surrounds 10 round-cut diamonds on this 10K Yellow Gold Mixable Ring. Total Diamond weight is 1/10 ctw.
FR1044,FR1044P,10KP Diamond Mixable Ring 1/10 ctw,125,250,29,Intricate metal detailing surrounds 10 round-cut diamonds on this 10K Rose Gold Mixable Ring. Total Diamond weight is 1/10 ctw.
FR1045,FR1045,10KW Diamond Mixable Ring 1/10 ctw,125,319,100,This eye-catching 10K White Gold diamond Mixable ring is set with 11 round-cut diamonds. Diamond weight is 1/10 ctw.
FR1045,FR1045Y,10KY Diamond Mixable Ring 1/10 ctw,125,250,32,Fine metal detailing surrounds 11 round-cut diamonds on this 10K Yellow Gold Mixable Ring. Total Diamond weight is 1/10 ctw.
FR1045,FR1045P,10KP Diamond Mixable Rings 1/10 ctw,125,250,41,This 10K Rose Gold Mixable Ring is accented with round-cut diamonds around the shank.
FR1046,FR1046P,10KP Diamond Mixable Rings 1/8 ctw,125,250,16,17 round-cut diamonds are prong-set across this 10K Rose Gold Diamond Mixable ring. Total diamond weight is 1/8 ctw.
FR1046,FR1046,10KW Diamond Mixable  Ring 1/8 ctw,125,250,108,This eye-catching 10K White Gold diamond Mixable ring is set with 17 round-cut diamonds. Diamond weight is 1/10 ctw.
FR1046,FR1046Y,10KY Diamond Mixable  Ring 1/8 ctw,125,250,25,"This classic 10K Yellow Gold Diamond Fashion Ring, perfect for all occasions, is studded with round-cut diamonds."
FR1065,FR1065,10KW Diamond Mixable Ring 1/8 ctw,125,319,121,This eye-catching 10K Yellow Gold diamond Mixable ring is set with 17 round-cut diamonds. Diamond weight is 1/8 ctw.
FR1065,FR1065P,10KP Diamond Mixable Rings 1/8 ctw,125,250,37,17 prong-set diamonds adorn this 10K Rose Gold Diamond Mixable ring. Total diamond weight is 1/8 ctw.
FR1065,FR1065Y,10KY Diamond Mixable Ring 1/8 ctw,125,250,36,A 10K Yellow Gold Mixable Ring featuring channel set round-cut diamonds around the shank.
FR1068,FR1068,14K Sapphire & Diamond Mixable Ring,150,379,14,This stunning 14K Mixables ring is set with alternating sapphires and diamonds.
FR1071,FR1071,14K Ruby & Diamond Mixable Ring,150,379,14,This stunning 14K Mixables ring is set with alternating ruby and diamonds.
FR1072,FR1072,14K Pink Sapphire & Diamond Mixable Ring,150,379,14,This stunning 14K Mixables ring is set with alternating pink sapphire and diamonds.
FR1072,FR1072P,14KP Pink Sapphire & Diamond Mixable Ring,150,379,1,This stunning 14K Mixables ring is set with alternating pink sapphire and diamonds.
FR1073,FR1073,14K Emerald & Diamond Mixable Ring,150,379,12,This stunning 14K Mixables ring is set with alternating Emerald and diamonds.
FR1074,FR1074,14K Sapphire & Diamond Mixable Ring,149.9999,379,19,This stunning 14K Mixables ring is set with alternating sapphires and diamonds.
FR1075,FR1075,14K Ruby & Diamond Mixable Ring,150,379,10,This stunning 14K Mixables ring is set with alternating rubies and diamonds.
FR1076,FR1076,14KW Pink Sapphire & Diamond Mixable Ring,150,379,10,This stunning 14K Mixables ring is set with alternating pink sapphires and diamonds.
FR1077,FR1077,14K Emerald & Diamond Mixable Ring,150,379,11,This stunning 14K Mixables ring is set with alternating emeralds and diamonds.
FR1078,FR1078,14K Blue Sapphire Mixable Ring,150,379,11,This stunning 14K Mixables ring is set with 17 channel-set sapphires.
FR1079,FR1079,14K Ruby Mixable Ring,150,379,14,This stunning 14K Mixables ring is set with 17 channel-set rubies.
FR1080,FR1080,14K Pink Sapphire Mixable Ring,150,379,21,This stunning 14K Mixables ring is set with 17 channel-set pink sapphires.
FR1081,FR1081,14K Emerald Mixable Ring,150,379,18,This stunning 14K Mixables ring is set with 17 channel-set emeralds.
FR1082,FR1082,14KW Diamond Mixable Ring 1/10 ctw,150,379,46,This eye-catching 14K Yellow Gold diamond Mixable ring is set with 17 round-cut diamonds. Diamond weight is 1/10 ctw.
FR1082,FR1082Y,14KY Diamond Mixable Ring 1/10 ctw,150,300,41,"This classic 14K Yellow Gold Diamond Fashion Ring, perfect for all occasions, is studded with round-cut diamonds."
FR1082,FR1082P,14KP Diamond Mixable Ring 1/10 ctw,150,300,36,17 round-cut diamonds are prong-set across this 14K Rose Gold Diamond Mixable ring. Total diamond weight is 1/8 ctw.
FR1083,FR1083,14KW Diamond Mixable Ring 1/8 ctw,150,379,4,This eye-catching 14K White Gold diamond Mixable ring is set with 10 round-cut diamonds. Diamond weight is 1/8 ctw.
FR1083,FR1083Y,14KY Diamond Mixable Ring 1/8 ctw,150,300,29,10 round-cut diamonds are enhanced with intricate metal detailing on this 14K Yellow Gold Diamond Mixable Ring. Total Diamond weight is 1/8 ctw.
FR1083,FR1083P,14KP Diamond Mixable Ring 1/8 ctw,150,300,55,10 round-cut diamonds are enhanced with intricate metal detailing on this 14K Rose Gold Diamond Mixable Ring. Total Diamond weight is 1/8 ctw.
FR1084,FR1084,14KW Diamond Mixable Ring 1/8 ctw,150,300,34,This eye-catching 14K Rose Gold diamond Mixable ring is set with 5 round-cut diamonds. Diamond weight is 1/10 ctw.
FR1084,FR1084Y,14KY Diamond Mixable Ring 1/8 ctw,150,300,49,11 round-cut diamonds are surrounded by intricate metal detailing on this 14K Yellow Gold Diamond Mixable Ring. Total Diamond weight is 1/8 ctw.
FR1084,FR1084P,14KP Diamond Mixable Ring 1/8 ctw,150,300,5,This 14K Rose Gold Mixable Ring is accented with round-cut diamonds around the shank.
FR1085,FR1085P,14KP Diamond Mixable Ring 1/8 ctw,150,300,57,"This 14K Rose Gold Diamond Mixable Ring is set with 17 round-cut diamonds, weighing 1/8 ctw."
FR1085,FR1085Y,14KY Diamond Mixable Ring 1/8 ctw,150,300,36,A 14K Yellow Gold Mixable Ring featuring channel set round-cut diamonds around the shank.
FR1085,FR1085,14KW Diamond Mixable Ring 1/8 ctw,150,300,21,This eye-catching 14K Yellow Gold diamond Mixable ring is set with 17 round-cut diamonds. Diamond weight is 1/8 ctw.
FR1199,FR1199,10K Pink Tourmaline & Diamond Ring,125,319,38,This stunning 10K Mixables ring is set with alternating pink tourmalines and diamonds.
FR1200,FR1200,10K Blue Topaz & Diamond Mixable Ring,125,319,22,This stunning 10K Mixables ring is set with alternating blue topaz and diamonds.
FR1201,FR1201,10K Garnet & Diamond Mixable Ring,125,319,39,"Captivating by color, this Mixables ring is embellished with alternating Garnet and Diamond stones framed in 10K white gold."
FR1202,FR1202,10K Amethyst & Diamond Mixable Ring,125,319,39,"Captivating by color, this Mixables ring is embellished with alternating Amethyst and Diamond stones framed in 10K white gold."
FR1203,FR1203,10K Peridot & Diamond Mixable Ring,125,319,32,"Captivating by color, this Mixables ring is embellished with alternating Peridot and Diamond stones framed in 10K white gold."
FR1204,FR1204,10K Citrine & Diamond Mixable Ring,125,319,31,"Captivating by color, this Mixables ring is embellished with alternating Citrine and Diamond stones framed in 10K white gold."
FR1205,FR1205,10K Pink Tourmaline & Diamond Mixable Ring,125,319,39,"Captivating by color, this Mixables ring is embellished with alternating Pink Tourmaline and Diamond stones framed in 10K white gold."
FR1206,FR1206,10K Blue Topaz & Diamond Mixable Ring,125,319,24,"Captivating by color, this Mixables ring is embellished with alternating Blue Topaz and Diamond stones framed in 10K white gold."
FR1207,FR1207,10K Garnet & Diamond Mixable Ring,125,319,28,"Captivating by color, this Mixables ring is embellished with Garnet and Diamond stones framed in 10K white gold."
FR1208,FR1208,10K Amethyst & Diamond Mixable Ring,125,319,20,"Captivating by color, this Mixables ring is embellished with Amethyst and Diamond stones framed in 10K white gold."
FR1209,FR1209,10K Peridot & Diamond Mixable Ring,125,319,25,"Captivating by color, this Mixables ring is embellished with Peridot and Diamond stones framed in 10K white gold."
FR1210,FR1210,10K Citrine & Diamond Mixable Ring,125,319,26,"Captivating by color, this Mixables ring is embellished with Citrine and Diamond stones framed in 10K white gold."
FR1211,FR1211,10K Pink Tourmaline & Diamond Mixable Rings,125,319,19,"Captivating by color, this Mixables ring is embellished with Pink Tourmaline and Diamond stones framed in 10K white gold."
FR1212,FR1212,10K Blue Topaz & Diamond Mixable Ring,125,319,11,"Captivating by color, this Mixables ring is embellished with Blue Topaz and Diamond stones framed in 10K white gold."
FR1213,FR1213,10K Garnet & Diamond Mixable Ring,125,319,14,"Captivating by color, this Mixables ring is embellished with Garnet and Diamond stones framed in 10K white gold."
